,utdate,quarter,start,stop,kpfcc,dark
606,2021-07-03,3,10:26,12:40,False,False
607,2021-07-03,4,12:40,14:53,False,False
608,2021-07-04,1,05:58,08:12,False,True
609,2021-07-04,2,08:12,10:26,False,True
610,2021-07-04,3,10:26,12:40,False,False
611,2021-07-04,4,12:40,14:54,True,False
612,2021-07-05,1,05:58,08:12,False,True
613,2021-07-05,2,08:12,10:26,False,True
614,2021-07-05,3,10:26,12:40,False,False
615,2021-07-05,4,12:40,14:54,True,False
616,2021-07-06,1,05:58,08:12,False,True
617,2021-07-06,2,08:12,10:26,False,True
618,2021-07-06,3,10:26,12:40,False,True
619,2021-07-06,4,12:40,14:55,True,False
620,2021-07-07,1,05:58,08:12,False,True
621,2021-07-07,2,08:12,10:26,False,True
622,2021-07-07,3,10:26,12:41,False,True
623,2021-07-07,4,12:41,14:55,True,False
624,2021-07-08,1,05:58,08:12,False,True
625,2021-07-08,2,08:12,10:27,False,True
626,2021-07-08,3,10:27,12:41,False,True
627,2021-07-08,4,12:41,14:55,False,False
628,2021-07-09,1,05:58,08:12,False,True
629,2021-07-09,2,08:12,10:27,False,True
630,2021-07-09,3,10:27,12:41,False,True
631,2021-07-09,4,12:41,14:56,False,True
632,2021-07-10,1,05:58,08:12,False,True
633,2021-07-10,2,08:12,10:27,False,True
634,2021-07-10,3,10:27,12:42,False,True
635,2021-07-10,4,12:42,14:56,False,True
636,2021-07-11,1,05:57,08:12,False,False
637,2021-07-11,2,08:12,10:27,False,True
638,2021-07-11,3,10:27,12:42,False,True
639,2021-07-11,4,12:42,14:57,False,True
640,2021-07-12,1,05:57,08:12,True,False
641,2021-07-12,2,08:12,10:27,False,True
642,2021-07-12,3,10:27,12:42,False,True
643,2021-07-12,4,12:42,14:57,False,True
644,2021-07-13,1,05:57,08:12,False,False
645,2021-07-13,2,08:12,10:27,False,True
646,2021-07-13,3,10:27,12:42,False,True
647,2021-07-13,4,12:42,14:58,False,True
648,2021-07-14,1,05:57,08:12,False,False
649,2021-07-14,2,08:12,10:27,False,True
650,2021-07-14,3,10:27,12:43,False,True
651,2021-07-14,4,12:43,14:58,False,True
652,2021-07-15,1,05:57,08:12,True,False
653,2021-07-15,2,08:12,10:27,False,False
654,2021-07-15,3,10:27,12:43,False,True
655,2021-07-15,4,12:43,14:58,False,True
656,2021-07-16,1,05:56,08:12,False,False
657,2021-07-16,2,08:12,10:28,False,False
658,2021-07-16,3,10:28,12:43,False,True
659,2021-07-16,4,12:43,14:59,False,True
660,2021-07-17,1,05:56,08:12,False,False
661,2021-07-17,2,08:12,10:28,False,False
662,2021-07-17,3,10:28,12:43,False,True
663,2021-07-17,4,12:43,14:59,False,True
664,2021-07-18,1,05:56,08:12,True,False
665,2021-07-18,2,08:12,10:28,False,False
666,2021-07-18,3,10:28,12:44,False,False
667,2021-07-18,4,12:44,15:00,False,True
668,2021-07-19,1,05:55,08:12,True,False
669,2021-07-19,2,08:12,10:28,True,False
670,2021-07-19,3,10:28,12:44,False,False
671,2021-07-19,4,12:44,15:00,False,True
672,2021-07-20,1,05:55,08:11,False,False
673,2021-07-20,2,08:11,10:28,False,False
674,2021-07-20,3,10:28,12:44,False,False
675,2021-07-20,4,12:44,15:01,False,True
676,2021-07-21,1,05:55,08:11,False,False
677,2021-07-21,2,08:11,10:28,False,False
678,2021-07-21,3,10:28,12:45,False,False
679,2021-07-21,4,12:45,15:01,False,False
680,2021-07-22,1,05:54,08:11,False,False
681,2021-07-22,2,08:11,10:28,False,False
682,2021-07-22,3,10:28,12:45,True,False
683,2021-07-22,4,12:45,15:02,True,False
684,2021-07-23,1,05:54,08:11,True,False
685,2021-07-23,2,08:11,10:28,True,False
686,2021-07-23,3,10:28,12:45,False,False
687,2021-07-23,4,12:45,15:02,False,False
688,2021-07-24,1,05:54,08:11,True,False
689,2021-07-24,2,08:11,10:28,False,False
690,2021-07-24,3,10:28,12:45,False,False
691,2021-07-24,4,12:45,15:03,False,False
692,2021-07-25,1,05:53,08:11,True,False
693,2021-07-25,2,08:11,10:28,False,False
694,2021-07-25,3,10:28,12:46,False,False
695,2021-07-25,4,12:46,15:03,False,False
696,2021-07-26,1,05:53,08:10,True,False
697,2021-07-26,2,08:10,10:28,False,False
698,2021-07-26,3,10:28,12:46,False,False
699,2021-07-26,4,12:46,15:03,False,False
700,2021-07-27,1,05:52,08:10,False,False
701,2021-07-27,2,08:10,10:28,False,False
702,2021-07-27,3,10:28,12:46,True,False
703,2021-07-27,4,12:46,15:04,True,False
704,2021-07-28,1,05:52,08:10,False,True
705,2021-07-28,2,08:10,10:28,False,False
706,2021-07-28,3,10:28,12:46,False,False
707,2021-07-28,4,12:46,15:04,True,False
708,2021-07-29,1,05:51,08:10,False,True
709,2021-07-29,2,08:10,10:28,False,False
710,2021-07-29,3,10:28,12:46,False,False
711,2021-07-29,4,12:46,15:05,True,False
712,2021-07-30,1,05:51,08:09,False,True
713,2021-07-30,2,08:09,10:28,False,False
714,2021-07-30,3,10:28,12:47,False,False
715,2021-07-30,4,12:47,15:05,True,False
716,2021-07-31,1,05:50,08:09,True,True
717,2021-07-31,2,08:09,10:28,True,False
718,2021-07-31,3,10:28,12:47,False,False
719,2021-07-31,4,12:47,15:06,False,False
720,2021-08-01,1,05:49,08:09,False,True
721,2021-08-01,2,08:09,10:28,False,True
722,2021-08-01,3,10:28,12:47,True,False
723,2021-08-01,4,12:47,15:06,True,False
